Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category,norm_votes,norm_rating,Score,Explanation
Brother's Snacks and Shakes,1,Gurgaon,77.080462,28.4297813,fast food,300,No,Yes,Yes,1,3.2,12,India,fast food,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Desi Jugaad,1,New Delhi,77.30071865,28.6193114,"north indian, chinese",350,No,No,No,1,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
The Flying Pan,1,Noida,77.3137449,28.58180043,"north indian, fast food",400,No,No,No,1,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Pinkom's Bar-Be-Que,1,New Delhi,77.2568858,28.5309441,"north indian, mughlai",350,No,No,No,1,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Royal India Food Plaza,1,New Delhi,0.0,0.0,north indian,400,No,No,No,1,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Manahang Restaurant,1,New Delhi,77.1710298,28.5569323,"chinese, north indian",500,No,No,No,2,3.2,12,India,chinese,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
The Taste of India,1,New Delhi,77.17371749,28.6444715,"continental, chinese, north indian, healthy food",400,No,No,No,1,3.2,12,India,continental,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on continental cuisine, Medium budget in India with rating 3.2"
Mighty Mughlai,1,Noida,77.32181758,28.57605503,"north indian, mughlai, chinese",450,No,No,No,1,3.2,12,India,north indian,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Choco Kraft,1,New Delhi,77.238315,28.5774602,"bakery, desserts",300,No,Yes,No,1,3.2,12,India,bakery,Medium,0.0012413365056377365,0.64,0.4483724009516913,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Twomato Foods,1,Noida,77.380365,28.607233,north indian,400,No,Yes,No,1,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Shanu's Chicken Planet,1,New Delhi,77.16032244,28.69054589,"north indian, mughlai, chinese, italian",450,No,No,No,1,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Ganpati Rasoi,1,Gurgaon,0.0,0.0,north indian,200,No,No,No,1,3.2,11,India,north indian,Low,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Low budget in India with rating 3.2"
Kovilakam,1,New Delhi,77.3265239,28.6840123,"south indian, north indian",400,No,No,No,1,3.2,11,India,south indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on south indian cuisine, Medium budget in India with rating 3.2"
Health Buzzz,1,Noida,77.3707092,28.6184991,healthy food,350,No,Yes,No,1,3.2,11,India,healthy food,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on healthy food cuisine, Medium budget in India with rating 3.2"
Urban Dhaba,1,Gurgaon,77.0714665,28.5096403,north indian,700,No,Yes,No,2,3.2,11,India,north indian,High,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, High budget in India with rating 3.2"
Paddy's - The Grub Grill,1,Gurgaon,77.0859299,28.4419061,"north indian, chinese, fast food",600,No,Yes,No,2,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Food Junkies,1,New Delhi,0.0,0.0,"north indian, chinese, mughlai",300,No,No,No,1,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Ashok & Ashok Meat Dhaba,1,New Delhi,77.1936317,28.5694278,north indian,650,No,Yes,No,2,3.2,11,India,north indian,High,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, High budget in India with rating 3.2"
Ramchander Bhalushahi Wale,1,New Delhi,77.29218956,28.66951648,mithai,150,No,No,No,1,3.2,11,India,mithai,Low,0.0011378917968345918,0.64,0.44834136753905035,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Pastry Palace,1,New Delhi,77.0605838,28.6228245,"bakery, street food",350,No,Yes,No,1,3.2,11,India,bakery,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Angeethi Express,1,New Delhi,77.1700401,28.5879735,"north indian, chinese, fast food",400,No,No,No,1,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Club 44,1,Noida,77.3321849,28.5580118,north indian,800,No,No,No,2,3.2,11,India,north indian,High,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, High budget in India with rating 3.2"
The Zest,1,New Delhi,77.21957177,28.62727844,"north indian, continental",1100,Yes,No,No,3,3.2,11,India,north indian,High,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, High budget in India with rating 3.2"
Pandit Ved Prakash Lemon Wale,1,New Delhi,77.2268188,28.6565647,"beverages, street food",50,No,No,No,1,3.2,11,India,beverages,Low,0.0011378917968345918,0.64,0.44834136753905035,"Matched on beverages cuisine, Low budget in India with rating 3.2"
Delhi Dairy,1,New Delhi,0.0,0.0,"fast food, north indian, south indian, chinese, bakery",350,No,No,No,1,3.2,11,India,fast food,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Chaap Point,1,New Delhi,77.1316231,28.6491551,fast food,150,No,No,No,1,3.2,11,India,fast food,Low,0.0011378917968345918,0.64,0.44834136753905035,"Matched on fast food cuisine, Low budget in India with rating 3.2"
Cakes & Bakes,1,New Delhi,77.21960362,28.56415599,"bakery, fast food",250,No,No,No,1,3.2,11,India,bakery,Low,0.0011378917968345918,0.64,0.44834136753905035,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Jolly Tandoori Zaika,1,New Delhi,77.1057254,28.6400959,"north indian, chinese",400,No,No,No,1,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Cafe Rasoi,1,New Delhi,77.1713073,28.5589002,north indian,350,No,No,No,1,3.2,11,India,north indian,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Pizza ï¿½ï¿½ Bessa,30,Brasï¿½_lia,-47.91566667,-15.83116667,pizza,50,No,No,No,2,3.2,11,Brazil,pizza,Low,0.0011378917968345918,0.64,0.44834136753905035,"Matched on pizza cuisine, Low budget in Brazil with rating 3.2"
Amigo's Deli,1,New Delhi,77.29406979,28.65678454,"mughlai, fast food",350,No,No,No,1,3.2,11,India,mughlai,Medium,0.0011378917968345918,0.64,0.44834136753905035,"Matched on mughlai cuisine, Medium budget in India with rating 3.2"
Burger King,1,New Delhi,77.1622219,28.5921535,"burger, fast food",500,No,No,No,2,3.2,10,India,burger,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on burger cuisine, Medium budget in India with rating 3.2"
Bimbo Cakes,1,New Delhi,0.0,0.0,bakery,400,No,No,No,1,3.2,10,India,bakery,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
The Tiffin Hut,1,New Delhi,77.19903778,28.51688047,north indian,300,No,No,No,1,3.2,10,India,north indian,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Katyani Rasoi,1,New Delhi,77.2767835,28.652309,north indian,300,No,No,No,1,3.2,10,India,north indian,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Tasha's Artisan Foods,1,Gurgaon,77.0593546,28.4447042,"bakery, desserts",200,No,No,No,1,3.2,10,India,bakery,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Kuzo,1,Gurgaon,77.0790658,28.4507135,"north indian, fast food",300,No,No,No,1,3.2,10,India,north indian,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Kadimi Dukan,1,New Delhi,77.2481871,28.5825578,"street food, mithai",200,No,No,No,1,3.2,10,India,street food,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on street food cuisine, Low budget in India with rating 3.2"
Sehyog Alpahar,1,New Delhi,77.0966736,28.637326,"south indian, chinese",150,No,No,No,1,3.2,10,India,south indian,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on south indian cuisine, Low budget in India with rating 3.2"
Choudhary Gohana Famous Jalebi,1,Gurgaon,77.0599779,28.4341404,"mithai, street food",200,No,No,No,1,3.2,10,India,mithai,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Food & Travel Cafe,1,New Delhi,77.1184112,28.6362124,"fast food, italian",400,No,No,No,1,3.2,10,India,fast food,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Desserts 83,1,Gurgaon,77.0436219,28.5216917,desserts,200,No,No,No,1,3.2,10,India,desserts,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on desserts cuisine, Low budget in India with rating 3.2"
Snack Junction,1,New Delhi,77.2321792,28.6268536,chinese,300,No,No,No,1,3.2,10,India,chinese,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Makhmali Kebabs,1,Gurgaon,77.0992983,28.4661053,mughlai,550,No,No,No,2,3.2,10,India,mughlai,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on mughlai cuisine, Medium budget in India with rating 3.2"
Frontier,1,New Delhi,77.2816637,28.656024,bakery,200,No,No,No,1,3.2,10,India,bakery,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on bakery cuisine, Low budget in India with rating 3.2"
Raahgiri,1,New Delhi,77.192099,28.6989717,"north indian, chinese",400,No,No,No,1,3.2,10,India,north indian,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Mr Wong,1,New Delhi,77.249793,28.525675,"chinese, thai",800,No,Yes,No,2,3.2,10,India,chinese,High,0.0010344470880314471,0.64,0.4483103341264094,"Matched on chinese cuisine, High budget in India with rating 3.2"
Hot House Grill,1,New Delhi,77.1556191,28.6238474,fast food,300,No,Yes,No,1,3.2,10,India,fast food,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Keventers,1,New Delhi,77.2534918,28.5423284,beverages,400,No,No,No,1,3.2,10,India,beverages,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on beverages cuisine, Medium budget in India with rating 3.2"
Saravana South Indian Hut,1,New Delhi,77.0792261,28.6422953,south indian,250,No,No,No,1,3.2,10,India,south indian,Low,0.0010344470880314471,0.64,0.4483103341264094,"Matched on south indian cuisine, Low budget in India with rating 3.2"
Angels Kitchen,1,New Delhi,77.32792842,28.69405251,"north indian, mughlai, chinese",500,No,No,No,2,3.2,10,India,north indian,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Simply Cakes,1,New Delhi,77.30861206,28.66011757,bakery,400,No,No,No,1,3.2,10,India,bakery,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Rasoi99,1,Noida,77.3705298,28.6197372,"north indian, chinese",800,No,Yes,No,2,3.2,10,India,north indian,High,0.0010344470880314471,0.64,0.4483103341264094,"Matched on north indian cuisine, High budget in India with rating 3.2"
Cafe Naklee,1,Gurgaon,77.1021755,28.4720297,cafe,400,No,No,No,1,3.2,10,India,cafe,Medium,0.0010344470880314471,0.64,0.4483103341264094,"Matched on cafe cuisine, Medium budget in India with rating 3.2"
Pappi Machhi Wala,1,New Delhi,77.1299154,28.6522777,north indian,450,No,No,No,1,3.2,9,India,north indian,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Chhappan Bhog,1,New Delhi,77.1683596,28.7066682,"mithai, street food",200,No,No,No,1,3.2,9,India,mithai,Low,0.0009310023792283025,0.64,0.4482793007137684,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Chocooze,1,New Delhi,77.08939813,28.66483434,bakery,300,No,No,No,1,3.2,9,India,bakery,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Dolce Gelato,1,New Delhi,77.2524142,28.5478742,"ice cream, beverages, fast food",300,No,Yes,No,1,3.2,9,India,ice cream,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on ice cream cuisine, Medium budget in India with rating 3.2"
Sardar Pure Meat Shop,1,New Delhi,77.0765052,28.638646,"raw meats, fast food",300,No,No,No,1,3.2,9,India,raw meats,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on raw meats cuisine, Medium budget in India with rating 3.2"
Cakes and Bakes,1,New Delhi,77.240072,28.5398536,"bakery, fast food",300,No,No,No,1,3.2,9,India,bakery,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Ginnis Oven,1,Noida,77.3246524,28.5963721,bakery,400,No,No,No,1,3.2,9,India,bakery,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on bakery cuisine, Medium budget in India with rating 3.2"
Ben's Foods,1,New Delhi,77.138944,28.7120026,"north indian, chinese",350,No,Yes,No,1,3.2,9,India,north indian,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Joost Juice Bar,1,New Delhi,77.2517407,28.5514411,juices,300,No,No,No,1,3.2,9,India,juices,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on juices cuisine, Medium budget in India with rating 3.2"
Peri Peri Momos,1,New Delhi,77.16854351,28.58765741,"chinese, fast food",300,No,No,No,1,3.2,9,India,chinese,Medium,0.0009310023792283025,0.64,0.4482793007137684,"Matched on chinese cuisine, Medium budget in India with rating 3.2"
Bhukkad,1,New Delhi,77.169099,28.588787,north indian,500,No,Yes,No,2,3.2,8,India,north indian,Medium,0.0008275576704251578,0.64,0.4482482673011275,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
GoGourmet,1,Gurgaon,77.0716913,28.5094378,"healthy food, beverages",600,No,No,No,2,3.2,8,India,healthy food,Medium,0.0008275576704251578,0.64,0.4482482673011275,"Matched on healthy food cuisine, Medium budget in India with rating 3.2"
Bharat Sweet House,1,New Delhi,77.1685706,28.7067731,mithai,200,No,No,No,1,3.2,8,India,mithai,Low,0.0008275576704251578,0.64,0.4482482673011275,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Oberoi's,1,New Delhi,77.23895844,28.57772917,"north indian, mughlai",450,No,No,No,1,3.2,8,India,north indian,Medium,0.0008275576704251578,0.64,0.4482482673011275,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Meghraj Sweets,1,New Delhi,77.1684265,28.6994159,"mithai, street food, north indian",150,No,No,No,1,3.2,8,India,mithai,Low,0.0008275576704251578,0.64,0.4482482673011275,"Matched on mithai cuisine, Low budget in India with rating 3.2"
Gopals 56,1,New Delhi,77.25543889,28.54143056,"ice cream, desserts",200,No,No,No,1,3.2,8,India,ice cream,Low,0.0008275576704251578,0.64,0.4482482673011275,"Matched on ice cream cuisine, Low budget in India with rating 3.2"
Downside Up,1,Aurangabad,0.0,0.0,"cafe, mughlai, north indian",400,No,No,No,2,3.2,8,India,cafe,Medium,0.0008275576704251578,0.64,0.4482482673011275,"Matched on cafe cuisine, Medium budget in India with rating 3.2"
Nut Khut Chaats & Snacks,1,New Delhi,77.1905958,28.7066366,"fast food, street food",300,No,No,No,1,3.2,8,India,fast food,Medium,0.0008275576704251578,0.64,0.4482482673011275,"Matched on fast food cuisine, Medium budget in India with rating 3.2"
Punjabi's Veg Grill,1,New Delhi,77.27389522,28.65782692,north indian,350,No,No,No,1,3.2,8,India,north indian,Medium,0.0008275576704251578,0.64,0.4482482673011275,"Matched on north indian cuisine, Medium budget in India with rating 3.2"
Miam,1,New Delhi,77.2039324,28.5503273,"bakery, desserts",800,No,No,No,2,3.2,8,India,bakery,High,0.0008275576704251578,0.64,0.4482482673011275,"Matched on bakery cuisine, High budget in India with rating 3.2"
Bhaijaan Kababs,1,New Delhi,77.2335101,28.6494534,mughlai,100,No,No,No,1,3.2,8,India,mughlai,Low,0.0008275576704251578,0.64,0.4482482673011275,"Matched on mughlai cuisine, Low budget in India with rating 3.2"
Riviera,1,New Delhi,77.2935319,28.5404503,"continental, north indian, chinese, mughlai, asian",1000,Yes,No,No,3,3.2,8,India,continental,High,0.0008275576704251578,0.64,0.4482482673011275,"Matched on continental cuisine, High budget in India with rating 3.2"
