Restaurant Name,Country Code,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Primary Cuisine,Cost Category
Arabian & Turkish Cafï¿½ï¿½,1,New Delhi,0.0,0.0,"turkish, arabian, moroccan, lebanese",400,No,No,No,1,0.0,0,India,turkish,Medium
Brij Palace Restaurant,1,New Delhi,77.2912015,28.56308413,north indian,250,No,No,No,1,0.0,2,India,north indian,Low
Bruncheez,1,New Delhi,0.0,0.0,fast food,150,No,No,No,1,0.0,2,India,fast food,Low
Buena Tierra,1,New Delhi,0.0,0.0,bakery,300,No,No,No,1,0.0,2,India,bakery,Medium
Cafe Coffee Day,1,New Delhi,0.0,0.0,cafe,450,No,No,No,1,0.0,2,India,cafe,Medium
Chokoreto - The Cake Design Studio,1,New Delhi,0.0,0.0,"bakery, desserts",300,No,No,No,1,0.0,1,India,bakery,Medium
Crazylicious Cakes N Desserts,1,New Delhi,0.0,0.0,"bakery, desserts",300,No,No,No,1,0.0,2,India,bakery,Medium
Halal Pizza 'n' Joy,1,New Delhi,77.28850622,28.56252021,pizza,450,No,No,No,1,0.0,2,India,pizza,Medium
Shree Bhojnalaya,1,New Delhi,77.27276199,28.56077074,north indian,100,No,No,No,1,0.0,0,India,north indian,Low
Shree Laxmi Dhaba,1,New Delhi,77.27276031,28.56047774,north indian,100,No,No,No,1,0.0,3,India,north indian,Low
Swaad Restaurant,1,New Delhi,0.0,0.0,"north indian, mughlai, chinese",700,No,No,No,2,0.0,2,India,north indian,High
The Bay Leaf,1,New Delhi,0.0,0.0,"chinese, indian",500,No,No,No,2,0.0,1,India,chinese,Medium
Cafe Turtle,1,New Delhi,77.2525938,28.5902907,"cafe, italian, lebanese",1000,No,No,No,3,3.2,36,India,cafe,High
Gulfam Kashmiri Wazwan,1,New Delhi,77.2440626,28.5910927,mughlai,300,No,No,No,1,3.4,38,India,mughlai,Medium
Kit Care Kabab Corner,1,New Delhi,77.2413685,28.5912845,"north indian, fast food",350,No,No,No,1,2.9,10,India,north indian,Medium
Liter Basar,1,New Delhi,77.2440626,28.591272,bakery,350,No,No,No,1,3.1,7,India,bakery,Medium
N. Iqbal Restaurant,1,New Delhi,77.2435238,28.5916689,"north indian, mughlai",350,No,No,No,1,3.2,40,India,north indian,Medium
Ghalib Kabab Corner,1,New Delhi,77.242491,28.5922428,"mughlai, biryani",300,No,No,No,1,3.9,251,India,mughlai,Medium
Karim's,1,New Delhi,77.2436513,28.59126791,"mughlai, north indian",800,Yes,Yes,No,2,3.7,360,India,mughlai,High
Chick Fish Point,1,New Delhi,77.2419073,28.5923217,north indian,350,No,No,No,1,0.0,2,India,north indian,Medium
Monis Kada Hotel,1,New Delhi,77.2440626,28.591272,mughlai,400,No,No,No,1,0.0,0,India,mughlai,Medium
Comesum,1,New Delhi,77.2530428,28.5896164,"fast food, north indian, south indian",350,No,No,No,1,2.2,251,India,fast food,Medium
Lunch Express,1,New Delhi,77.2835266,28.5256742,north indian,250,No,No,No,1,3.3,27,India,north indian,Low
Aloo Bhaji Restaurant,1,New Delhi,0.0,0.0,north indian,500,No,No,No,2,0.0,0,India,north indian,Medium
Chinese Corner,1,New Delhi,77.28726067,28.50184423,"chinese, south indian",300,No,No,No,1,0.0,0,India,chinese,Medium
Gupta Bhojnalya,1,New Delhi,77.2885264,28.5003643,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium
Sam's 22,1,New Delhi,77.28724223,28.50129443,"fast food, beverages",250,No,No,No,1,0.0,0,India,fast food,Low
The Bakery,1,New Delhi,77.287153,28.5014785,bakery,300,No,No,No,1,0.0,0,India,bakery,Medium
Twenty Four Seven,1,New Delhi,77.2729071,28.5275256,"fast food, north indian",300,No,No,No,1,0.0,0,India,fast food,Medium
Vishal Snacks,1,New Delhi,77.287037,28.501281,"north indian, chinese, south indian",300,No,No,No,1,0.0,0,India,north indian,Medium
Chawla Dhaba,1,New Delhi,77.2800843,28.5357956,north indian,500,No,Yes,No,2,3.0,10,India,north indian,Medium
Shri Gupta'z,1,New Delhi,77.2806012,28.5370818,"mughlai, north indian, chinese",500,No,No,No,2,3.2,18,India,mughlai,Medium
The Golden Leaf,1,New Delhi,77.2781976,28.5345304,"north indian, fast food",700,No,No,No,2,3.0,6,India,north indian,High
Red Moon Bakery,1,New Delhi,77.2759158,28.5327507,"bakery, desserts",400,No,No,No,1,3.5,26,India,bakery,Medium
Cafe Point,1,New Delhi,77.278399,28.5344146,"fast food, beverages",100,No,No,No,1,0.0,0,India,fast food,Low
TLC Kitchen,1,New Delhi,77.2753817,28.5378847,healthy food,600,No,No,No,2,0.0,2,India,healthy food,Medium
Berco's,1,New Delhi,77.1064348,28.642553,"chinese, thai",1100,Yes,No,No,3,3.1,5,India,chinese,High
Bikano Chat Cafe,1,New Delhi,77.1065259,28.6421961,"north indian, street food, south indian, fast food, chinese",500,No,No,No,2,2.6,55,India,north indian,Medium
BonJuz,1,New Delhi,77.1065016,28.6426602,"healthy food, juices",200,No,No,No,1,3.1,8,India,healthy food,Low
Cafe Coffee Day - The Lounge,1,New Delhi,77.1068818,28.6417977,cafe,750,No,No,No,2,2.6,29,India,cafe,High
Chicago Pizza,1,New Delhi,77.1064258,28.6426643,pizza,800,No,No,No,2,3.2,69,India,pizza,High
Domino's Pizza,1,New Delhi,77.1059714,28.6423028,"pizza, fast food",700,No,No,No,2,3.3,69,India,pizza,High
Dosa Village,1,New Delhi,77.106404,28.6426609,south indian,500,No,No,No,2,3.2,36,India,south indian,Medium
Dunkin' Donuts,1,New Delhi,77.1064285,28.6424049,"burger, desserts, fast food",600,No,No,No,2,3.4,36,India,burger,Medium
Gelato Italiano,1,New Delhi,77.1064014,28.642365,"ice cream, desserts",200,No,No,No,1,3.3,18,India,ice cream,Low
Gelato Vinto,1,New Delhi,77.1062108,28.642112,"desserts, ice cream",250,No,Yes,No,1,2.7,17,India,desserts,Low
Keventers,1,New Delhi,77.1065917,28.642704,beverages,400,No,No,No,1,3.2,19,India,beverages,Medium
KFC,1,New Delhi,77.1062245,28.6422203,"american, fast food",500,No,Yes,No,2,2.6,47,India,american,Medium
Kings Kulfi,1,New Delhi,77.1059749,28.6425056,"desserts, ice cream",150,No,No,No,1,3.3,18,India,desserts,Low
Mr. Sub,1,New Delhi,77.1062179,28.6425574,fast food,400,No,No,No,1,2.8,6,India,fast food,Medium
Shanghai Moon,1,New Delhi,77.106489,28.6421265,chinese,800,Yes,No,No,2,2.6,71,India,chinese,High
The Blue Tandoor,1,New Delhi,77.1063059,28.6426228,"north indian, mughlai",700,No,No,No,2,2.6,46,India,north indian,High
Costa Coffee,1,New Delhi,77.1065639,28.6424982,cafe,600,No,No,No,2,3.6,53,India,cafe,Medium
Giani's,1,New Delhi,77.1063609,28.6427806,"ice cream, desserts",400,No,No,No,1,3.9,51,India,ice cream,Medium
Subway,1,New Delhi,77.1069047,28.6424575,"american, fast food, salad, healthy food",500,No,No,No,2,3.5,65,India,american,Medium
Swiss Softy,1,New Delhi,77.1060471,28.6421787,"ice cream, beverages",250,No,No,No,1,3.9,31,India,ice cream,Low
The Bubble Tea,1,New Delhi,77.1064068,28.6424882,beverages,250,No,No,No,1,3.5,35,India,beverages,Low
Creambell & Chocoxess,1,New Delhi,77.1064559,28.6423578,"ice cream, desserts",200,No,No,No,1,0.0,0,India,ice cream,Low
Hang Out,1,New Delhi,77.1065198,28.6421902,"italian, continental, fast food, north indian",1000,Yes,No,No,3,0.0,3,India,italian,High
Mx Corn,1,New Delhi,77.1064741,28.6423346,fast food,100,No,No,No,1,0.0,1,India,fast food,Low
The Belgian Fries Company,1,New Delhi,0.0,0.0,"european, american, street food",400,No,No,No,1,0.0,1,India,european,Medium
Al-Sameer,1,New Delhi,77.21546111,28.64599167,"north indian, mughlai",400,No,No,No,1,2.9,5,India,north indian,Medium
Allure,1,New Delhi,77.21439444,28.64486111,"north indian, chinese, finger food",600,No,No,No,2,2.8,6,India,north indian,Medium
BarShala,1,New Delhi,77.224386,28.641786,finger food,600,No,No,No,2,3.1,14,India,finger food,Medium
Bikaner House,1,New Delhi,77.2110097,28.6407217,"north indian, street food, fast food, chinese, south indian, mithai",500,No,No,No,2,3.0,4,India,north indian,Medium
Cafe Coffee Day,1,New Delhi,77.22227074,28.6429341,cafe,450,No,No,No,1,2.7,16,India,cafe,Medium
Cafe CoffeeCo,1,New Delhi,77.2113691,28.6406664,cafe,350,No,No,No,1,3.4,21,India,cafe,Medium
Cafe Festa,1,New Delhi,77.2102911,28.6409218,"cafe, north indian, fast food",600,No,Yes,No,2,3.2,38,India,cafe,Medium
Cheers Lounge Bar,1,New Delhi,77.2104708,28.6402223,"north indian, chinese",1100,Yes,No,No,3,2.8,8,India,north indian,High
Chowmein Hut,1,New Delhi,77.21226389,28.64379167,chinese,200,No,No,No,1,2.9,4,India,chinese,Low
Club India Cafe & Restaurant,1,New Delhi,77.21339095,28.64084258,"north indian, fast food, chinese, japanese, asian, italian",900,Yes,No,No,2,2.9,32,India,north indian,High
Domino's Pizza,1,New Delhi,77.21074697,28.64558376,"pizza, fast food",700,No,No,No,2,3.1,29,India,pizza,High
Everest Bakery Cafe,1,New Delhi,77.21537778,28.64251389,"cafe, fast food, asian, italian",700,No,No,No,2,2.8,19,India,cafe,High
Everest Kitchen,1,New Delhi,77.21334167,28.64106944,"north indian, chinese, tibetan, italian, fast food",550,No,No,No,2,3.2,18,India,north indian,Medium
Exotic Rooftop Restaurant,1,New Delhi,77.21350629,28.64102619,"chinese, thai, seafood, north indian, italian",600,No,Yes,No,2,3.0,5,India,chinese,Medium
Flavours,1,New Delhi,77.21406352,28.64601747,"north indian, chinese, south indian",500,No,No,No,2,2.9,11,India,north indian,Medium
Gagan Assam Bengal Restaurant,1,New Delhi,77.21419964,28.64588388,"north indian, bengali",300,No,No,No,1,2.9,7,India,north indian,Medium
Gold Resto Bar,1,New Delhi,77.21711855,28.6417221,"north indian, chinese",850,Yes,No,No,2,2.9,8,India,north indian,High
Grand Madras Cafe,1,New Delhi,77.21133538,28.64665684,south indian,250,No,No,No,1,2.9,4,India,south indian,Low
Green Chilli,1,New Delhi,77.21048,28.6418801,"north indian, chinese, continental",800,Yes,No,No,2,2.8,17,India,north indian,High
Gurdev Punjabi Restaurant,1,New Delhi,77.21650167,28.64538,north indian,200,No,No,No,1,3.0,8,India,north indian,Low
Haji Irshad Biryani Centre,1,New Delhi,77.20943915,28.62486609,biryani,200,No,No,No,1,3.0,6,India,biryani,Low
Hungerzz Grill,1,New Delhi,0.0,0.0,fast food,250,No,No,No,1,3.0,4,India,fast food,Low
Janta Sweets,1,New Delhi,77.21159454,28.64754161,"street food, mithai",200,No,No,No,1,3.0,9,India,street food,Low
Khosla Cafe,1,New Delhi,77.2112792,28.6407474,"north indian, chinese, fast food",400,No,No,No,1,3.2,18,India,north indian,Medium
King Bar & Restaurant,1,New Delhi,77.21226476,28.64533983,"north indian, chinese, continental",900,Yes,No,No,2,3.0,10,India,north indian,High
Le Fairway Restaurant & Bar,1,New Delhi,77.21077781,28.64423731,"north indian, continental",1000,Yes,No,No,3,3.1,17,India,north indian,High
Madan Cafe & Restaurant,1,New Delhi,77.21124167,28.640825,"north indian, chinese, fast food",300,No,No,No,1,3.1,28,India,north indian,Medium
Malhotra Restaurant,1,New Delhi,77.2103809,28.64102,"north indian, chinese, continental, italian",800,Yes,No,No,2,2.9,32,India,north indian,High
Metropolis Bar,1,New Delhi,77.21045556,28.64062222,"chinese, continental, north indian",700,No,No,No,2,3.0,22,India,chinese,High
Mikky Restaurant,1,New Delhi,77.21796833,28.64574667,north indian,800,No,No,No,2,2.8,18,India,north indian,High
Mourya Sweets Chat Bhandar,1,New Delhi,77.20978611,28.64710556,"fast food, chinese, mithai, street food",200,No,No,No,1,2.9,4,India,fast food,Low
My Bar & Restaurant,1,New Delhi,77.2107852,28.640745,"north indian, chinese, italian, continental",700,No,No,No,2,3.2,679,India,north indian,High
My Love Restaurant & Bar,1,New Delhi,77.2094826,28.638784,"north indian, mughlai, chinese",1000,Yes,No,No,3,2.7,19,India,north indian,High
Organic German Bakeshop - Brown Bread Bakery,1,New Delhi,77.2122674,28.6408418,"fast food, continental, italian, bakery",600,No,No,No,2,3.2,22,India,fast food,Medium
Paankhuri Restaurant,1,New Delhi,77.21423384,28.64522214,north indian,500,No,No,No,2,3.0,5,India,north indian,Medium
Pardeep Corner,1,New Delhi,77.21111389,28.64571111,north indian,300,No,No,No,1,3.3,25,India,north indian,Medium
Pehalwan Da Hotel,1,New Delhi,77.21426713,28.64784229,mughlai,350,No,No,No,1,3.1,6,India,mughlai,Medium
Pizza Hut Delivery,1,New Delhi,77.21523765,28.64436148,"italian, pizza, fast food",800,No,Yes,No,2,2.8,26,India,italian,High
Re Cafe,1,New Delhi,77.21764829,28.64569263,"continental, fast food",1300,Yes,No,No,3,3.1,14,India,continental,High
Rumi Amritsari Naan,1,New Delhi,77.2104258,28.6421442,"north indian, chinese",200,No,No,No,1,3.2,12,India,north indian,Low
Sagar Bar-Be Que,1,New Delhi,77.21072584,28.64012372,"north indian, mughlai",500,No,Yes,No,2,2.7,37,India,north indian,Medium
Satyam Rooftop Restaurant,1,New Delhi,77.21341833,28.64063,"north indian, chinese, fast food",600,No,No,No,2,2.9,9,India,north indian,Medium
Sethi Restaurant,1,New Delhi,77.21133667,28.64541167,"north indian, mughlai",800,No,No,No,2,2.8,8,India,north indian,High
Shri Bankey Bihari Samosa Wala,1,New Delhi,0.0,0.0,street food,100,No,No,No,1,3.1,5,India,street food,Low
Sonu South Indian Restaurant,1,New Delhi,77.21123043,28.64613634,"south indian, north indian",300,No,No,No,1,2.9,8,India,south indian,Medium
Southern Welcome Restaurant,1,New Delhi,77.21554611,28.64581886,"south indian, north indian",250,No,No,No,1,2.7,7,India,south indian,Low
Swagat Dhaba,1,New Delhi,77.2106504,28.6406874,north indian,200,No,No,No,1,2.7,12,India,north indian,Low
Tadka 4986,1,New Delhi,77.2131708,28.6404495,"chinese, italian, north indian",600,No,No,No,2,3.4,37,India,chinese,Medium
The Drunkyard Cafe,1,New Delhi,77.21558299,28.64141166,"north indian, chinese, continental, thai",850,Yes,No,No,2,3.0,8,India,north indian,High
The Indian Grill Restaurant,1,New Delhi,77.21508846,28.64598569,"north indian, continental",600,No,No,No,2,2.8,10,India,north indian,Medium
True Blue,1,New Delhi,77.217927,28.645035,"north indian, mughlai, chinese",900,Yes,No,No,2,3.0,11,India,north indian,High
U Like,1,New Delhi,77.21109062,28.64525804,north indian,600,No,No,No,2,3.0,16,India,north indian,Medium
Vaga Bond,1,New Delhi,77.21598167,28.64583167,"north indian, chinese, continental",550,No,No,No,2,2.9,7,India,north indian,Medium
Vrinda Vaishno Dhaba,1,New Delhi,77.21702065,28.64058864,north indian,200,No,No,No,1,2.8,4,India,north indian,Low
White Heart Restro Bar,1,New Delhi,77.2106055,28.6405487,north indian,1100,Yes,No,No,3,2.7,13,India,north indian,High
Haldiram Bhujiawala,1,New Delhi,77.21376009,28.64481668,"street food, north indian, south indian, mithai",400,No,No,No,1,3.5,27,India,street food,Medium
Maa Bhagwati,1,New Delhi,77.21574157,28.6441564,north indian,400,No,No,No,1,3.5,39,India,north indian,Medium
Cafe Brownie,1,New Delhi,77.21521385,28.64588182,"cafe, italian",600,No,No,No,2,0.0,3,India,cafe,Medium
Cafexpress,1,New Delhi,77.20937222,28.65449722,beverages,100,No,No,No,1,0.0,1,India,beverages,Low
Mauja Hi Mauja,1,New Delhi,77.21249444,28.65731111,street food,100,No,No,No,1,0.0,1,India,street food,Low
Metro Bar & Family Restaurant,1,New Delhi,77.2093928,28.6387755,"north indian, chinese",1000,No,No,No,3,0.0,2,India,north indian,High
Bajaj Vaishno Dhaba,1,New Delhi,77.21832521,28.64217671,north indian,400,No,No,No,1,2.2,16,India,north indian,Medium
Sita Ram Diwan Chand,1,New Delhi,77.2104544,28.6423212,street food,100,No,Yes,No,1,4.3,1317,India,street food,Low
Aayush Food Plaza,1,New Delhi,77.0909272,28.590995,"chinese, fast food",300,No,No,No,1,2.9,5,India,chinese,Medium
Ankit Fast Food Corner,1,New Delhi,77.081824,28.5999471,chinese,200,No,No,No,1,2.9,5,India,chinese,Low
Da Pizza Corner,1,New Delhi,77.0875177,28.5859879,"fast food, pizza",600,No,No,No,2,3.0,7,India,fast food,Medium
Mughal Zaika Chicken Point,1,New Delhi,77.0816013,28.5988478,"north indian, mughlai, chinese",400,No,No,No,1,2.9,4,India,north indian,Medium
Nawab Restaurant,1,New Delhi,77.0893327,28.5851308,"north indian, mughlai",400,No,No,No,1,2.9,7,India,north indian,Medium
New Bikaner Sweets,1,New Delhi,77.0818086,28.5990759,"street food, desserts",200,No,No,No,1,3.0,10,India,street food,Low
Pizza Yum,1,New Delhi,77.0815144,28.5974151,"pizza, fast food",650,No,No,No,2,2.7,8,India,pizza,High
Radhika Sweets,1,New Delhi,77.0909658,28.5910707,"desserts, street food",100,No,No,No,1,2.9,5,India,desserts,Low
Satguru Di Hatti,1,New Delhi,77.0811572,28.5899658,north indian,200,No,No,No,1,2.8,6,India,north indian,Low
Sher-E-Punjab,1,New Delhi,77.0892552,28.5852411,north indian,450,No,No,No,1,3.0,5,India,north indian,Medium
Shudh Vaishno Amritsari Naan,1,New Delhi,77.0808459,28.5959508,north indian,150,No,No,No,1,3.0,6,India,north indian,Low
Sumit Sweets,1,New Delhi,77.0803073,28.5891867,"mithai, street food",100,No,No,No,1,2.8,6,India,mithai,Low
Aggarwal Bikaner Wala,1,New Delhi,77.0807273,28.5886994,"mithai, street food",100,No,No,No,1,0.0,2,India,mithai,Low
Aggarwal Sweet Centre,1,New Delhi,77.0830226,28.6054188,north indian,150,No,No,No,1,0.0,2,India,north indian,Low
Aggarwal Sweet India,1,New Delhi,77.0688245,28.6041636,mithai,100,No,No,No,1,0.0,2,India,mithai,Low
Aggarwal Sweets Centre,1,New Delhi,77.0818086,28.5990759,"mithai, street food, north indian, south indian",200,No,No,No,1,0.0,1,India,mithai,Low
Aggarwal Sweets,1,New Delhi,77.0976348,28.5955838,north indian,300,No,No,No,1,0.0,0,India,north indian,Medium
Anupama Snacks and Sweets Corner,1,New Delhi,77.0842816,28.6106461,mithai,100,No,No,No,1,0.0,1,India,mithai,Low
Baba Ka Dhaba,1,New Delhi,77.0902799,28.5828978,north indian,200,No,No,No,1,0.0,0,India,north indian,Low
Balaji Eating Point,1,New Delhi,77.093073,28.5913425,north indian,200,No,No,No,1,0.0,1,India,north indian,Low
Bhagat Ji Sweets,1,New Delhi,77.10086,28.597615,fast food,200,No,No,No,1,0.0,0,India,fast food,Low
Bikaner Sweet Corner,1,New Delhi,77.0889332,28.5901329,"mithai, street food",100,No,No,No,1,0.0,1,India,mithai,Low
Chavi Food Point,1,New Delhi,77.1007496,28.5974807,north indian,350,No,No,No,1,0.0,2,India,north indian,Medium
Cook & Connect,1,New Delhi,77.0817653,28.6076275,"north indian, mughlai, chinese",600,No,No,No,2,0.0,1,India,north indian,Medium
Dinesh Ka Mithila Dhaba,1,New Delhi,77.0688364,28.6029698,north indian,150,No,No,No,1,0.0,0,India,north indian,Low
Domino's Pizza,1,New Delhi,77.0851879,28.5872923,"pizza, fast food",700,No,No,No,2,0.0,1,India,pizza,High
Flavors Of London,1,New Delhi,77.0907871,28.5912498,"desserts, ice cream, fast food",200,No,No,No,1,0.0,1,India,desserts,Low
Flavours Of London,1,New Delhi,77.0910041,28.5885001,"ice cream, bakery",200,No,No,No,1,0.0,0,India,ice cream,Low
Foji Bhai Hotel,1,New Delhi,77.0864659,28.5931848,north indian,100,No,No,No,1,0.0,0,India,north indian,Low
Green Chilli,1,New Delhi,77.0819105,28.6003471,chinese,200,No,No,No,1,0.0,2,India,chinese,Low
Hook N Cook,1,New Delhi,77.07506843,28.59918909,chinese,600,No,No,No,2,0.0,2,India,chinese,Medium
Hyderabadi & Muradabadi Chicken Corner,1,New Delhi,77.0821745,28.6048103,mughlai,450,No,No,No,1,0.0,1,India,mughlai,Medium
It's Pizza Town,1,New Delhi,77.1079132,28.6057682,"pizza, fast food",500,No,No,No,2,0.0,1,India,pizza,Medium
ITO Ke Mashoor Chole Bhature,1,New Delhi,77.068718,28.6061412,street food,100,No,No,No,1,0.0,1,India,street food,Low
Janta Special Lassi Corner,1,New Delhi,77.0911161,28.583836,street food,150,No,No,No,1,0.0,3,India,street food,Low
Kairi The Royal Taste,1,New Delhi,77.083122,28.6093193,"north indian, south indian, chinese",400,No,No,No,1,0.0,0,India,north indian,Medium
Kasba,1,New Delhi,77.0917506,28.5861677,chinese,250,No,No,No,1,0.0,0,India,chinese,Low
Kayasthas Food Junction,1,New Delhi,77.10199412,28.60761477,"chinese, fast food",200,No,No,No,1,0.0,1,India,chinese,Low
KGN Chicken Corner,1,New Delhi,77.0824439,28.6005361,mughlai,350,No,No,No,1,0.0,1,India,mughlai,Medium
Maggi Point,1,New Delhi,77.101591,28.6006231,"chinese, north indian",350,No,No,No,1,0.0,0,India,chinese,Medium
Momozone,1,New Delhi,77.076292,28.6069426,fast food,150,No,No,No,1,0.0,0,India,fast food,Low
Munna Bakery,1,New Delhi,77.0927191,28.5912032,bakery,100,No,No,No,1,0.0,3,India,bakery,Low
N.S. Pizza Point,1,New Delhi,77.068668,28.6040477,pizza,200,No,No,No,1,0.0,0,India,pizza,Low
Nand Bhai Chholey Bhature,1,New Delhi,77.0902079,28.5845283,street food,100,No,No,No,1,0.0,1,India,street food,Low
New Lazeez Tandoor,1,New Delhi,77.0817069,28.6004059,"north indian, chinese",500,No,No,No,2,0.0,2,India,north indian,Medium
Pizza Day,1,New Delhi,77.0961177,28.5942717,"pizza, fast food",500,No,No,No,2,0.0,2,India,pizza,Medium
Pizza Day,1,New Delhi,77.0909455,28.5871261,"pizza, fast food",500,No,Yes,No,2,0.0,2,India,pizza,Medium
Pritam Tiffin Service,1,New Delhi,77.0875638,28.5867302,north indian,100,No,No,No,1,0.0,0,India,north indian,Low
Rana Sweets and Restaurant,1,New Delhi,0.0,0.0,"north indian, fast food, mithai",200,No,No,No,1,0.0,1,India,north indian,Low
